regions,periods,tech,maxact,maxaxt_notes,maxact_notes
TO,2050,PUBBDGHSPNewWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGHSPNewWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGHSPNewWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGHSPNewWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGHSPNewWHWTK___STDELC_23,0,,
TO,2050,PUBBDGHSPNewWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDELC_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDELC_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDKER_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDKER_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGHSPOldSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGHSPOldSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGHSPOldSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGHSPOldSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGHSPOldSHHEP___STDELC_16,0,,
TO,2050,PUBBDGHSPOldSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGHSPOldSHPLT___STDELC_16,0,,
TO,2050,PUBBDGHSPOldSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGHSPOldSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGHSPOldSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGHSPOldWH______STDELC_16,0,,
TO,2050,PUBBDGHSPOldWH______STDHFO_16,0,,
TO,2050,PUBBDGHSPOldWH______STDKER_16,0,,
TO,2050,PUBBDGHSPOldWH______STDLFO_16,0,,
TO,2050,PUBBDGHSPOldWH______STDNGA_16,0,,
TO,2050,PUBBDGHSPOldWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGHSPOldWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___STDKER_23,0,,
TO,2050,PUBBDGHSPOldWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGHSPOldWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGHSPOldWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGHSPOldWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGHSPOldWHWTK___STDELC_23,0,,
TO,2050,PUBBDGHSPOldWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDELC_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDELC_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDKER_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDKER_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGMUNNewSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGMUNNewSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGMUNNewSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGMUNNewSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGMUNNewSHHEP___STDELC_16,0,,
TO,2050,PUBBDGMUNNewSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGMUNNewSHPLT___STDELC_16,0,,
TO,2050,PUBBDGMUNNewSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGMUNNewSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGMUNNewSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGMUNNewWH______STDELC_16,0,,
TO,2050,PUBBDGMUNNewWH______STDHFO_16,0,,
TO,2050,PUBBDGMUNNewWH______STDKER_16,0,,
TO,2050,PUBBDGMUNNewWH______STDLFO_16,0,,
TO,2050,PUBBDGMUNNewWH______STDNGA_16,0,,
TO,2050,PUBBDGMUNNewWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGMUNNewWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___STDKER_23,0,,
TO,2050,PUBBDGMUNNewWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGMUNNewWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGMUNNewWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGMUNNewWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGMUNNewWHWTK___STDELC_23,0,,
TO,2050,PUBBDGMUNNewWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDELC_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDELC_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDKER_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDKER_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGMUNOldSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGMUNOldSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGMUNOldSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGMUNOldSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGMUNOldSHHEP___STDELC_16,0,,
TO,2050,PUBBDGMUNOldSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGMUNOldSHPLT___STDELC_16,0,,
TO,2050,PUBBDGMUNOldSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGMUNOldSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGMUNOldSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGMUNOldWH______STDELC_16,0,,
TO,2050,PUBBDGMUNOldWH______STDHFO_16,0,,
TO,2050,PUBBDGMUNOldWH______STDKER_16,0,,
TO,2050,PUBBDGMUNOldWH______STDLFO_16,0,,
TO,2050,PUBBDGMUNOldWH______STDNGA_16,0,,
TO,2050,PUBBDGMUNOldWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGMUNOldWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___STDKER_23,0,,
TO,2050,PUBBDGMUNOldWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGMUNOldWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGMUNOldWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGMUNOldWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGMUNOldWHWTK___STDELC_23,0,,
TO,2050,PUBBDGMUNOldWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGPSINewSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGPSINewSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGPSINewSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGPSINewSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDELC_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDELC_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDKER_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDKER_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGPSINewSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGPSINewSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGPSINewSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGPSINewSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGPSINewSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGPSINewSHHEP___STDELC_16,0,,
TO,2050,PUBBDGPSINewSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGPSINewSHPLT___STDELC_16,0,,
TO,2050,PUBBDGPSINewSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGPSINewSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGPSINewSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGPSINewWH______STDELC_16,0,,
TO,2050,PUBBDGPSINewWH______STDHFO_16,0,,
TO,2050,PUBBDGPSINewWH______STDKER_16,0,,
TO,2050,PUBBDGPSINewWH______STDLFO_16,0,,
TO,2050,PUBBDGPSINewWH______STDNGA_16,0,,
TO,2050,PUBBDGPSINewWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGPSINewWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGPSINewWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGPSINewWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGPSINewWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGPSINewWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGPSINewWHSYS___STDKER_23,0,,
TO,2050,PUBBDGPSINewWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGPSINewWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGPSINewWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGPSINewWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGPSINewWHWTK___STDELC_23,0,,
TO,2050,PUBBDGPSINewWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDELC_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDELC_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDKER_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDKER_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGPSIOldSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGPSIOldSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGPSIOldSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGPSIOldSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGPSIOldSHHEP___STDELC_16,0,,
TO,2050,PUBBDGPSIOldSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGPSIOldSHPLT___STDELC_16,0,,
TO,2050,PUBBDGPSIOldSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGPSIOldSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGPSIOldSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGPSIOldWH______STDELC_16,0,,
TO,2050,PUBBDGPSIOldWH______STDHFO_16,0,,
TO,2050,PUBBDGPSIOldWH______STDKER_16,0,,
TO,2050,PUBBDGPSIOldWH______STDLFO_16,0,,
TO,2050,PUBBDGPSIOldWH______STDNGA_16,0,,
TO,2050,PUBBDGPSIOldWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGPSIOldWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___STDKER_23,0,,
TO,2050,PUBBDGPSIOldWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGPSIOldWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGPSIOldWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGPSIOldWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGPSIOldWHWTK___STDELC_23,0,,
TO,2050,PUBBDGPSIOldWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDELC_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDELC_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDKER_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDKER_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGSBDNewSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGSBDNewSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGSBDNewSHHEP___STDELC_16,0,,
TO,2050,PUBBDGSBDNewSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGSBDNewSHPLT___STDELC_16,0,,
TO,2050,PUBBDGSBDNewSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGSBDNewWH______STDELC_16,0,,
TO,2050,PUBBDGSBDNewWH______STDHFO_16,0,,
TO,2050,PUBBDGSBDNewWH______STDKER_16,0,,
TO,2050,PUBBDGSBDNewWH______STDLFO_16,0,,
TO,2050,PUBBDGSBDNewWH______STDNGA_16,0,,
TO,2050,PUBBDGSBDNewWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGSBDNewWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDKER_23,0,,
TO,2050,PUBBDGSBDNewWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___STDELC_23,0,,
TO,2050,PUBBDGSBDNewWHWTK___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___ESRNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___ESRPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGHFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGLFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGNGA_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___HIGPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDELC_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDHFO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDHFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDKER_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDKER_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDLFO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDLFO_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDNGA_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDPRO_16,0,,
TO,2050,PUBBDGSBDOldSHFUR___STDPRO_23,0,,
TO,2050,PUBBDGSBDOldSHFURLARSTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHFURMEDSTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHFURSMASTDHH2_23,0,,
TO,2050,PUBBDGSBDOldSHHEP___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHHEP___STDNGA_23,0,,
TO,2050,PUBBDGSBDOldSHPLT___STDELC_16,0,,
TO,2050,PUBBDGSBDOldSHPLT1000WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldSHPLT1500WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldSHPLT500WSTDELC_23,0,,
TO,2050,PUBBDGSBDOldWH______STDELC_16,0,,
TO,2050,PUBBDGSBDOldWH______STDHFO_16,0,,
TO,2050,PUBBDGSBDOldWH______STDKER_16,0,,
TO,2050,PUBBDGSBDOldWH______STDLFO_16,0,,
TO,2050,PUBBDGSBDOldWH______STDNGA_16,0,,
TO,2050,PUBBDGSBDOldWHSTHBCKSTDELC_23,0,,
TO,2050,PUBBDGSBDOldWHSTHBCKSTDNGA_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___ESRPRO_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDBMA_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDBWP_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDHFO_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDKER_23,0,,
TO,2050,PUBBDGSBDOldWHSYS___STDLFO_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___ESRNGA_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___HIGELC_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___HIGNGA_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___STDELC_23,0,,
TO,2050,PUBBDGSBDOldWHWTK___STDNGA_23,0,,
