"Buildin sector GHG emissions per subsector, per end use, per period (metric ton)"
2023,CO2,Industry,Space Cooling,9878.114899883862
2023,CO2,Industry,Space Heating,40840.98904463541
2023,CO2,Industry,Water Heating,115945.21703789316
2023,CO2,Public,Auxiliary Equipment,555.7501010840193
2023,CO2,Public,Space Cooling,2154.382554254586
2023,CO2,Public,Space Heating,442073.26591733674
2023,CO2,Public,Water Heating,39603.27440483567
2023,CO2,Residential,Clothe Dryer,1205.2104343219917
2023,CO2,Residential,Range,7651.347605003287
2023,CO2,Residential,Space Heating,2748626.4495566804
2023,CO2,Residential,Water Heating,691386.7521761542
2023,CO2e,Commercial,Auxiliary Equipment,156355.4822679248
2023,CO2e,Commercial,Space Cooling,6405.920051317568
2023,CO2e,Commercial,Space Heating,1888454.7019913103
2023,CO2e,Commercial,Water Heating,215851.64120726433
2023,CO2e,Industry,Industrial Processes,579942.237948333
2023,CO2e,Industry,Space Cooling,9936.750510944768
2023,CO2e,Industry,Space Heating,41153.32827959256
2023,CO2e,Industry,Water Heating,116723.55329776164
2023,CO2e,Public,Auxiliary Equipment,560.6559781903646
2023,CO2e,Public,Space Cooling,2174.5588857161406
2023,CO2e,Public,Space Heating,444663.57211263315
2023,CO2e,Public,Water Heating,39824.96108374795
2023,CO2e,Residential,Clothe Dryer,1212.3644562168256
2023,CO2e,Residential,Range,7698.851693600008
2023,CO2e,Residential,Space Heating,2768503.85362315
2023,CO2e,Residential,Water Heating,716019.990578692
2023,N2O,Commercial,Auxiliary Equipment,9.140614305647022
2023,N2O,Commercial,Space Cooling,0.1414321041861958
2023,N2O,Commercial,Space Heating,37.000474078549715
2023,N2O,Commercial,Water Heating,4.30658300880382
2023,N2O,Industry,Industrial Processes,10.74844463490989
2023,N2O,Industry,Space Cooling,0.18312183341945723
2023,N2O,Industry,Space Heating,0.9856218961675158
2023,N2O,Industry,Water Heating,2.4418862810449515
2023,N2O,Public,Auxiliary Equipment,0.015461386918737519
2023,N2O,Public,Space Cooling,0.06301165187550588
2023,N2O,Public,Space Heating,8.092889636756913
2023,N2O,Public,Water Heating,0.6938563091564315
2023,N2O,Residential,Clothe Dryer,0.02234235444982506
2023,N2O,Residential,Range,0.14835754993053257
2023,N2O,Residential,Space Heating,52.68802164274758
2023,N2O,Residential,Water Heating,22.928689425285995
2024,CH4,Commercial,Auxiliary Equipment,1.9303786616281104
2024,CH4,Commercial,Space Cooling,0.10570238789897207
2024,CH4,Commercial,Space Heating,36.394625933930016
2024,CH4,Commercial,Water Heating,3.996325782231221
2024,CH4,Industry,Industrial Processes,11.895940984357011
2024,CH4,Industry,Space Cooling,0.19446526336296663
2024,CH4,Industry,Space Heating,0.8731069490347796
2024,CH4,Industry,Water Heating,2.4366006252783508
2024,CH4,Public,Auxiliary Equipment,0.01698550325373386
2024,CH4,Public,Space Cooling,0.08176377597119232
2024,CH4,Public,Space Heating,6.831897476280007
2024,CH4,Public,Water Heating,0.5727414476561773
2024,CH4,Residential,Clothe Dryer,0.03878564218367346
2024,CH4,Residential,Range,0.2779076308639622
2024,CH4,Residential,Space Heating,214.94279190711345
2024,CH4,Residential,Water Heating,723.4961296127673
2024,CO2,Commercial,Auxiliary Equipment,119694.38154042137
2024,CO2,Commercial,Space Cooling,4276.962620201249
2024,CO2,Commercial,Space Heating,1864249.2628849891
2024,CO2,Commercial,Water Heating,205952.36926952653
2024,CO2,Industry,Industrial Processes,587862.4732724061
2024,CO2,Industry,Space Cooling,9922.984249440027
2024,CO2,Industry,Space Heating,40408.94539715208
2024,CO2,Industry,Water Heating,116896.431183039
2024,CO2,Public,Auxiliary Equipment,682.7862052430978
2024,CO2,Public,Space Cooling,2663.0706607382926
2024,CO2,Public,Space Heating,355360.3333344214
2024,CO2,Public,Water Heating,30682.70695724023
2024,CO2,Residential,Clothe Dryer,1979.1160119669064
2024,CO2,Residential,Range,10550.891836143568
2024,CO2,Residential,Space Heating,2563085.127912708
2024,CO2,Residential,Water Heating,463507.413924316
2024,CO2e,Commercial,Auxiliary Equipment,122182.10835680767
2024,CO2e,Commercial,Space Cooling,4308.979005155255
2024,CO2e,Commercial,Space Heating,1875794.7048696468
2024,CO2e,Commercial,Water Heating,207272.9814913257
2024,CO2e,Industry,Industrial Processes,591380.5571789133
2024,CO2e,Industry,Space Cooling,9981.88620096729
2024,CO2e,Industry,Space Heating,40712.97604840541
2024,CO2e,Industry,Water Heating,117677.2279731864
2024,CO2e,Public,Auxiliary Equipment,689.4363537672459
2024,CO2e,Public,Space Cooling,2687.8362369683946
2024,CO2e,Public,Space Heating,357444.8359991993
2024,CO2e,Public,Water Heating,30861.34935121837
2024,CO2e,Residential,Clothe Dryer,1990.8638685061612
2024,CO2e,Residential,Range,10635.067773976885
2024,CO2e,Residential,Space Heating,2582499.638660434
2024,CO2e,Residential,Water Heating,483787.68257032585
2024,N2O,Commercial,Auxiliary Equipment,8.212043169436832
2024,N2O,Commercial,Space Cooling,0.0999887074098204
2024,N2O,Commercial,Space Heating,36.178371946448486
2024,N2O,Commercial,Water Heating,4.149964363665608
2024,N2O,Industry,Industrial Processes,10.967346126965278
2024,N2O,Industry,Space Cooling,0.18395362750550903
2024,N2O,Industry,Space Heating,0.9587094138375152
2024,N2O,Industry,Water Heating,2.4484167013978544
2024,N2O,Public,Auxiliary Equipment,0.021118969650403652
2024,N2O,Public,Space Cooling,0.07734408367351449
2024,N2O,Public,Space Heating,6.513532945556161
2024,N2O,Public,Water Heating,0.5591101462326935
2024,N2O,Residential,Clothe Dryer,0.03668912098455601
2024,N2O,Residential,Range,0.26288549525226257
2024,N2O,Residential,Space Heating,50.002389656642364
2024,N2O,Residential,Water Heating,17.0699661883949
2025,CH4,Commercial,Auxiliary Equipment,1.0336645068339616
2025,CH4,Commercial,Space Cooling,0.05722654460657301
2025,CH4,Commercial,Space Heating,36.10182093368733
2025,CH4,Commercial,Water Heating,3.7677649635358796
2025,CH4,Industry,Industrial Processes,24.39359314137792
2025,CH4,Industry,Space Cooling,0.194533350938934
2025,CH4,Industry,Space Heating,0.8972386917778056
2025,CH4,Industry,Water Heating,2.465692669506627
2025,CH4,Public,Auxiliary Equipment,0.004208500431132592
2025,CH4,Public,Space Cooling,0.37925511849291155
2025,CH4,Public,Space Heating,4.528235661884257
2025,CH4,Public,Water Heating,0.24774051415390796
2025,CH4,Residential,Clothe Dryer,0.02609593777153767
2025,CH4,Residential,Range,0.3497392944219575
2025,CH4,Residential,Space Heating,233.0523338271097
2025,CH4,Residential,Water Heating,655.0968359182772
2025,CO2,Commercial,Auxiliary Equipment,64271.401717568035
2025,CO2,Commercial,Space Cooling,1333.0689606388987
2025,CO2,Commercial,Space Heating,1854920.4958687508
2025,CO2,Commercial,Water Heating,195895.36811058392
2025,CO2,Industry,Industrial Processes,440300.1340490163
2025,CO2,Industry,Space Cooling,9926.458556019115
2025,CO2,Industry,Space Heating,37423.58348566717
2025,CO2,Industry,Water Heating,108481.53134868032
2025,CO2,Public,Auxiliary Equipment,170.81013514599377
2025,CO2,Public,Space Cooling,2560.364392762995
2025,CO2,Public,Space Heating,239392.31679389154
2025,CO2,Public,Water Heating,13919.483915954783
2025,CO2,Residential,Clothe Dryer,1331.5981219638684
2025,CO2,Residential,Range,11042.758802746224
2025,CO2,Residential,Space Heating,2626222.3133404716
2025,CO2,Residential,Water Heating,229243.2034285409
2025,CO2e,Commercial,Auxiliary Equipment,65619.70052012558
2025,CO2e,Commercial,Space Cooling,1350.4024126147538
2025,CO2e,Commercial,Space Heating,1866952.67202307
2025,CO2e,Commercial,Water Heating,197165.20799560542
2025,CO2e,Industry,Industrial Processes,446514.6618847038
2025,CO2e,Industry,Space Cooling,9985.38113072108
2025,CO2e,Industry,Space Heating,37730.81679870806
2025,CO2e,Industry,Water Heating,109266.45891633116
2025,CO2e,Public,Auxiliary Equipment,172.63104584464344
2025,CO2e,Public,Space Cooling,2675.2376562312925
2025,CO2e,Public,Space Heating,240777.39368604636
2025,CO2e,Public,Water Heating,13997.245486174184
2025,CO2e,Residential,Clothe Dryer,1339.5023699261828
2025,CO2e,Residential,Range,11148.69196262637
2025,CO2e,Residential,Space Heating,2646722.8312560776
2025,CO2e,Residential,Water Heating,246476.78316335593
2025,N2O,Commercial,Auxiliary Equipment,4.451650496355552
2025,N2O,Commercial,Space Cooling,0.0541332031514059
2025,N2O,Commercial,Space Heating,37.83234199566959
2025,N2O,Commercial,Water Heating,3.9956940294865704
2025,N2O,Industry,Industrial Processes,19.13510865677301
2025,N2O,Industry,Space Cooling,0.18401803467196465
2025,N2O,Industry,Space Heating,0.9677560419918187
2025,N2O,Industry,Water Heating,2.460228260372838
2025,N2O,Public,Auxiliary Equipment,0.005813866408039932
2025,N2O,Public,Space Cooling,0.35875471805351816
2025,N2O,Public,Space Heating,4.328805178709123
2025,N2O,Public,Water Heating,0.24348664235627332
2025,N2O,Residential,Clothe Dryer,0.024685346540643756
2025,N2O,Residential,Range,0.3308343446217666
2025,N2O,Residential,Space Heating,52.37053323905734
2025,N2O,Residential,Water Heating,11.666262350774465
2030,CH4,Commercial,Auxiliary Equipment,0.24240670002592063
2030,CH4,Commercial,Space Cooling,0.27946729624766337
2030,CH4,Commercial,Space Heating,29.23037098469979
2030,CH4,Commercial,Water Heating,3.5955773753757896
2030,CH4,Industry,Industrial Processes,41.56281821344171
2030,CH4,Industry,Space Cooling,0.19564013070094993
2030,CH4,Industry,Space Heating,0.7114113168241732
2030,CH4,Industry,Water Heating,2.186563300527971
2030,CH4,Public,Auxiliary Equipment,0.004563364219037243
2030,CH4,Public,Space Cooling,0.36017648538497604
2030,CH4,Public,Space Heating,4.051359092801453
2030,CH4,Public,Water Heating,0.06925320260244959
2030,CH4,Residential,Range,0.5835291415800271
2030,CH4,Residential,Space Heating,683.7318033127642
2030,CH4,Residential,Water Heating,97.44407338088915
2030,CO2,Commercial,Auxiliary Equipment,13427.212678278835
2030,CO2,Commercial,Space Cooling,315.76626174176874
2030,CO2,Commercial,Space Heating,1234397.5608974148
2030,CO2,Commercial,Water Heating,102813.88253536286
2030,CO2,Industry,Industrial Processes,228753.65557798996
2030,CO2,Industry,Space Cooling,9982.934236848472
2030,CO2,Industry,Space Heating,39578.31152962525
2030,CO2,Industry,Water Heating,115197.95262859634
2030,CO2,Public,Auxiliary Equipment,227.00065965342958
2030,CO2,Public,Space Cooling,165.94345990069812
2030,CO2,Public,Space Heating,157865.90316925824
2030,CO2,Public,Water Heating,2857.080961006706
2030,CO2,Residential,Range,24060.2461232633
2030,CO2,Residential,Space Heating,1736191.688238655
2030,CO2,Residential,Water Heating,1473.9511789031149
2030,CO2e,Commercial,Auxiliary Equipment,13609.14508035301
2030,CO2e,Commercial,Space Cooling,400.41460895776333
2030,CO2e,Commercial,Space Heating,1244382.4457512235
2030,CO2e,Commercial,Water Heating,103964.62300584566
2030,CO2e,Industry,Industrial Processes,238584.0974120403
2030,CO2e,Industry,Space Cooling,10042.192046166458
2030,CO2e,Industry,Space Heating,39817.73552628905
2030,CO2e,Industry,Water Heating,115885.1425240695
2030,CO2e,Public,Auxiliary Equipment,229.02595375919842
2030,CO2e,Public,Space Cooling,275.0379571934522
2030,CO2e,Public,Space Heating,159103.35712861764
2030,CO2e,Public,Water Heating,2879.567558452811
2030,CO2e,Residential,Range,24236.99230448138
2030,CO2e,Residential,Space Heating,1762466.6083112229
2030,CO2e,Residential,Water Heating,3831.4080788199703
2030,N2O,Commercial,Auxiliary Equipment,0.5934290650122661
2030,N2O,Commercial,Space Cooling,0.26436085233152173
2030,N2O,Commercial,Space Heating,31.446466654790463
2030,N2O,Commercial,Water Heating,3.6081655892613558
2030,N2O,Industry,Industrial Processes,30.059136414658397
2030,N2O,Industry,Space Cooling,0.1850649885008986
2030,N2O,Industry,Space Heating,0.7533032181560056
2030,N2O,Industry,Water Heating,2.1519196851074747
2030,N2O,Public,Auxiliary Equipment,0.006474709587815496
2030,N2O,Public,Space Cooling,0.340707352683455
2030,N2O,Public,Space Heating,3.8670316054043297
2030,N2O,Public,Water Heating,0.07057812144783304
2030,N2O,Residential,Range,0.5519868095466537
2030,N2O,Residential,Space Heating,39.98843021140419
2030,N2O,Residential,Water Heating,1.0440649628126966
2035,CH4,Commercial,Auxiliary Equipment,0.16770741096498787
2035,CH4,Commercial,Space Cooling,0.0051484370390991125
2035,CH4,Commercial,Space Heating,16.285392324040494
2035,CH4,Commercial,Water Heating,2.253748091341647
2035,CH4,Industry,Industrial Processes,55.19182531874266
2035,CH4,Industry,Space Cooling,0.19519019305593496
2035,CH4,Industry,Space Heating,0.6026544863945589
2035,CH4,Industry,Water Heating,1.8541921552920744
2035,CH4,Public,Auxiliary Equipment,0.21244527860854961
2035,CH4,Public,Space Cooling,0.012053870153963052
2035,CH4,Public,Space Heating,2.3268581585550434
2035,CH4,Public,Water Heating,0.005531888143034048
2035,CH4,Residential,Range,0.9329551720364074
2035,CH4,Residential,Space Heating,497.95543343245095
2035,CH4,Residential,Water Heating,1.1104553435388027
2035,CO2,Commercial,Auxiliary Equipment,8588.30043800679
2035,CO2,Commercial,Space Cooling,204.80452310444042
2035,CO2,Commercial,Space Heating,569160.476489397
2035,CO2,Commercial,Water Heating,58791.15671585106
2035,CO2,Industry,Industrial Processes,67074.04403388243
2035,CO2,Industry,Space Cooling,9959.975256475816
2035,CO2,Industry,Space Heating,32539.51082121727
2035,CO2,Industry,Water Heating,96505.41792034252
2035,CO2,Public,Auxiliary Equipment,10844.235779551698
2035,CO2,Public,Space Cooling,121.0494381033406
2035,CO2,Public,Space Heating,121461.59135969692
2035,CO2,Public,Water Heating,174.55584083705756
2035,CO2,Residential,Range,47479.9887661637
2035,CO2,Residential,Space Heating,824390.9999036759
2035,CO2,Residential,Water Heating,250.46897896251454
2035,CO2e,Commercial,Auxiliary Equipment,8641.784569642314
2035,CO2e,Commercial,Space Cooling,206.36394237086915
2035,CO2e,Commercial,Space Heating,574730.9216395443
2035,CO2e,Commercial,Water Heating,59477.590570950124
2035,CO2e,Industry,Industrial Processes,79820.90294318827
2035,CO2e,Industry,Space Cooling,10019.096783329269
2035,CO2e,Industry,Space Heating,32734.784899820537
2035,CO2e,Industry,Water Heating,97080.05179795584
2035,CO2e,Public,Auxiliary Equipment,10908.915320175838
2035,CO2e,Public,Space Cooling,124.70045630757788
2035,CO2e,Public,Space Heating,122173.0562832037
2035,CO2e,Public,Water Heating,176.61402720846036
2035,CO2e,Residential,Range,47762.57322022987
2035,CO2e,Residential,Space Heating,841030.4836669695
2035,CO2e,Residential,Water Heating,279.3078330208402
2035,N2O,Commercial,Auxiliary Equipment,0.16765864431294578
2035,N2O,Commercial,Space Cooling,0.004870141236938374
2035,N2O,Commercial,Space Heating,17.545140642085983
2035,N2O,Commercial,Water Heating,2.1446481381908273
2035,N2O,Industry,Industrial Processes,38.88533750876596
2035,N2O,Industry,Space Cooling,0.1846393718096682
2035,N2O,Industry,Space Heating,0.6128132026475547
2035,N2O,Industry,Water Heating,1.7976370548731078
2035,N2O,Public,Auxiliary Equipment,0.2020744623267178
2035,N2O,Public,Space Cooling,0.011402305137597326
2035,N2O,Public,Space Heating,2.223492960325424
2035,N2O,Public,Water Heating,0.006516834632211738
2035,N2O,Residential,Range,0.8825248169577498
2035,N2O,Residential,Space Heating,20.74637470205202
2035,N2O,Residential,Water Heating,0.018521113570505204
2040,CH4,Commercial,Auxiliary Equipment,0.004582484610000266
2040,CH4,Commercial,Space Cooling,0.0020791811324904846
2040,CH4,Commercial,Space Heating,11.04671595816761
2040,CH4,Commercial,Water Heating,0.05160485914124066
2040,CH4,Industry,Industrial Processes,0.7209407836514519
2040,CH4,Industry,Space Cooling,0.045254611042171725
2040,CH4,Industry,Space Heating,0.08879931614180597
2040,CH4,Industry,Water Heating,0.11981867422089992
2040,CH4,Public,Auxiliary Equipment,0.002185954628436687
2040,CH4,Public,Space Cooling,0.001187173603803723
2040,CH4,Public,Space Heating,0.12616062519841306
2040,CH4,Public,Water Heating,0.003533009212917025
2040,CH4,Residential,Range,1.2530838289712787
2040,CH4,Residential,Space Heating,651.3318017910013
2040,CH4,Residential,Water Heating,0.7409995569972232
2040,CO2,Commercial,Auxiliary Equipment,242.1615662042418
2040,CO2,Commercial,Space Cooling,106.09440123629207
2040,CO2,Commercial,Space Heating,485691.89547868946
2040,CO2,Commercial,Water Heating,1330.1528429457849
2040,CO2,Industry,Industrial Processes,4.366155700217433
2040,CO2,Industry,Space Cooling,2309.208260746492
2040,CO2,Industry,Space Heating,3672.368967323848
2040,CO2,Industry,Water Heating,5196.279538221778
2040,CO2,Public,Auxiliary Equipment,115.13347808095234
2040,CO2,Public,Space Cooling,60.577922091962556
2040,CO2,Public,Space Heating,4202.499757613458
2040,CO2,Public,Water Heating,98.36751903095502
2040,CO2,Residential,Range,39401.15030107216
2040,CO2,Residential,Space Heating,8434.37618693591
2040,CO2,Residential,Water Heating,87.82212553818302
2040,CO2e,Commercial,Auxiliary Equipment,244.2789000600768
2040,CO2e,Commercial,Space Cooling,106.72416811345845
2040,CO2e,Commercial,Space Heating,489045.94437658484
2040,CO2e,Commercial,Water Heating,1346.4594645405439
2040,CO2e,Industry,Industrial Processes,169.90899944889182
2040,CO2e,Industry,Space Cooling,2322.9155155018866
2040,CO2e,Industry,Space Heating,3699.30188931683
2040,CO2e,Industry,Water Heating,5232.60801581577
2040,CO2e,Public,Auxiliary Equipment,116.10993473479803
2040,CO2e,Public,Space Cooling,60.937507219702795
2040,CO2e,Public,Space Heating,4242.880907582025
2040,CO2e,Public,Water Heating,99.66471240129306
2040,CO2e,Residential,Range,39780.699094328826
2040,CO2e,Residential,Space Heating,24238.27675003957
2040,CO2e,Residential,Water Heating,106.69820338183435
2040,N2O,Commercial,Auxiliary Equipment,0.006782220399412496
2040,N2O,Commercial,Space Cooling,0.001966792192563746
2040,N2O,Commercial,Space Heating,10.476737794542393
2040,N2O,Commercial,Water Heating,0.05108362266037898
2040,N2O,Industry,Industrial Processes,0.5047083466174292
2040,N2O,Industry,Space Cooling,0.04280841585070299
2040,N2O,Industry,Space Heating,0.084121262932892
2040,N2O,Industry,Water Heating,0.11346404508506872
2040,N2O,Public,Auxiliary Equipment,0.0031226563981492706
2040,N2O,Public,Space Cooling,0.0011230016176522863
2040,N2O,Public,Space Heating,0.12661670080334567
2040,N2O,Public,Water Heating,0.0041040274391500944
2040,N2O,Residential,Range,1.18534910351774
2040,N2O,Residential,Space Heating,7.134002434538874
2040,N2O,Residential,Water Heating,0.011124453512448453
2045,CH4,Commercial,Auxiliary Equipment,1.0104174188086408
2045,CH4,Commercial,Space Cooling,0.0036403929874999023
2045,CH4,Commercial,Space Heating,11.623526369926743
2045,CH4,Commercial,Water Heating,0.011779186731712962
2045,CH4,Industry,Industrial Processes,0.8288467227633151
2045,CH4,Industry,Space Cooling,0.0001091907528965735
2045,CH4,Industry,Space Heating,0.00021527516537284296
2045,CH4,Industry,Water Heating,0.0002156772317461161
2045,CH4,Public,Auxiliary Equipment,0.6774699430737262
2045,CH4,Public,Space Cooling,0.0017684179164238402
2045,CH4,Public,Space Heating,0.984291902469058
2045,CH4,Public,Water Heating,0.004620712537549937
2045,CH4,Residential,Range,1.6467446222150068
2045,CH4,Residential,Space Heating,692.5678418230071
2045,CH4,Residential,Water Heating,1.0344012046541582
2045,CO2,Commercial,Auxiliary Equipment,51571.477409314335
2045,CO2,Commercial,Space Cooling,185.7583777758556
2045,CO2,Commercial,Space Heating,591899.5730599251
2045,CO2,Commercial,Water Heating,364.24825627140297
2045,CO2,Industry,Industrial Processes,5.908020078758701
2045,CO2,Industry,Space Cooling,5.571679499154885
2045,CO2,Industry,Space Heating,10.822091000804791
2045,CO2,Industry,Water Heating,10.839989625826728
2045,CO2,Public,Auxiliary Equipment,34574.84747737237
2045,CO2,Public,Space Cooling,90.23708278546397
2045,CO2,Public,Space Heating,49776.10282668496
2045,CO2,Public,Water Heating,138.92668567243027
2045,CO2,Residential,Range,83858.5507973473
2045,CO2,Residential,Space Heating,44124.541301559475
2045,CO2,Residential,Water Heating,126.71536103221645
2045,CO2e,Commercial,Auxiliary Equipment,51878.65345434664
2045,CO2e,Commercial,Space Cooling,186.86102289299816
2045,CO2e,Commercial,Space Heating,595429.0542542
2045,CO2e,Commercial,Water Heating,368.605224257506
2045,CO2e,Industry,Industrial Processes,196.2309540452498
2045,CO2e,Industry,Space Cooling,5.604752492876827
2045,CO2e,Industry,Space Heating,10.92715358814242
2045,CO2e,Industry,Water Heating,10.94523757744262
2045,CO2e,Public,Auxiliary Equipment,34780.53608315903
2045,CO2e,Public,Space Cooling,90.77272203850836
2045,CO2e,Public,Space Heating,50077.12860044059
2045,CO2e,Public,Water Heating,140.63975769765352
2045,CO2e,Residential,Range,84357.33620955449
2045,CO2e,Residential,Space Heating,61095.416199723986
2045,CO2e,Residential,Water Heating,153.01315747118687
2045,N2O,Commercial,Auxiliary Equipment,0.9595881853601561
2045,N2O,Commercial,Space Cooling,0.0034436136389436834
2045,N2O,Commercial,Space Heating,11.024789062105237
2045,N2O,Commercial,Water Heating,0.013790621022607977
2045,N2O,Industry,Industrial Processes,0.5802589019747026
2045,N2O,Industry,Space Cooling,0.00010328855003729928
2045,N2O,Industry,Space Heating,0.0003373886203516747
2045,N2O,Industry,Water Heating,0.00033798231459470187
2045,N2O,Public,Auxiliary Equipment,0.6424890502755597
2045,N2O,Public,Space Cooling,0.0016728271033539558
2045,N2O,Public,Space Heating,0.9407907510194476
2045,N2O,Public,Water Heating,0.005422943160854696
2045,N2O,Residential,Range,1.5577307890627619
2045,N2O,Residential,Space Heating,8.144128254635506
2045,N2O,Residential,Water Heating,0.015353594433668362
2050,CH4,Commercial,Auxiliary Equipment,0.054216112141739554
2050,CH4,Commercial,Space Cooling,0.010650225635421104
2050,CH4,Commercial,Space Heating,9.982359885297988
2050,CH4,Commercial,Water Heating,0.03591771338680897
2050,CH4,Industry,Industrial Processes,0.8315932565750694
2050,CH4,Industry,Space Cooling,0.3838550605323175
2050,CH4,Industry,Space Heating,0.17402245264430505
2050,CH4,Industry,Water Heating,0.21265073708128857
2050,CH4,Public,Auxiliary Equipment,0.030716700624254363
2050,CH4,Public,Space Cooling,0.005970393633760774
2050,CH4,Public,Space Heating,0.10749170431442198
2050,CH4,Public,Water Heating,0.013935685782895293
2050,CH4,Residential,Range,1.8160776128314102
2050,CH4,Residential,Space Heating,726.1557177386244
2050,CH4,Residential,Water Heating,3.426222664400429
2050,CO2,Commercial,Auxiliary Equipment,2813.1141941980886
2050,CO2,Commercial,Space Cooling,543.4491945720763
2050,CO2,Commercial,Space Heating,507852.0091161713
2050,CO2,Commercial,Water Heating,1205.2803874870433
2050,CO2,Industry,Industrial Processes,22.245982785107667
2050,CO2,Industry,Space Cooling,19586.982548243664
2050,CO2,Industry,Space Heating,8878.94936319827
2050,CO2,Industry,Water Heating,10849.997350623393
2050,CO2,Public,Auxiliary Equipment,1587.566391984585
2050,CO2,Public,Space Cooling,304.6513494281711
2050,CO2,Public,Space Heating,4960.302368994295
2050,CO2,Public,Water Heating,455.1909200417194
2050,CO2,Residential,Range,92363.59963971746
2050,CO2,Residential,Space Heating,17089.492190988698
2050,CO2,Residential,Water Heating,431.66084005046673
2050,CO2e,Commercial,Auxiliary Equipment,2833.617819119936
2050,CO2e,Commercial,Space Cooling,546.6750603875773
2050,CO2e,Commercial,Space Heating,510900.6201340922
2050,CO2e,Commercial,Water Heating,1219.0910184179118
2050,CO2e,Industry,Industrial Processes,213.25115409751393
2050,CO2e,Industry,Space Cooling,19703.249133740577
2050,CO2e,Industry,Space Heating,8931.989986625433
2050,CO2e,Industry,Water Heating,10914.740095005942
2050,CO2e,Public,Auxiliary Equipment,1598.637302487842
2050,CO2e,Public,Space Cooling,306.4597325918273
2050,CO2e,Public,Space Heating,5000.757312295769
2050,CO2e,Public,Water Heating,460.5725230353718
2050,CO2e,Residential,Range,92913.67462310984
2050,CO2e,Residential,Space Heating,34729.311740034485
2050,CO2e,Residential,Water Heating,518.6719986332755
2050,N2O,Commercial,Auxiliary Equipment,0.06498351196935935
2050,N2O,Commercial,Space Cooling,0.01007453381596341
2050,N2O,Commercial,Space Heating,9.5267834239272
2050,N2O,Commercial,Water Heating,0.04381328506625794
2050,N2O,Industry,Industrial Processes,0.5823547413568116
2050,N2O,Industry,Space Cooling,0.3631061383413816
2050,N2O,Industry,Space Heating,0.16572534201889616
2050,N2O,Industry,Water Heating,0.20227207685851128
2050,N2O,Public,Auxiliary Equipment,0.03498610667834841
2050,N2O,Public,Space Cooling,0.005647667440761902
2050,N2O,Public,Space Heating,0.12817992453313706
2050,N2O,Public,Water Heating,0.017077025477218934
2050,N2O,Residential,Range,1.7179105822916891
2050,N2O,Residential,Space Heating,8.021978109176612
2050,N2O,Residential,Water Heating,0.050538532316777324
